1,0.0
2,4.190
3,.227
4,.234
5,.239
6,.244
7,.251
8,.268
9,.284
10,.301
11,.319
12,.334
13,.352
14,.368
15,.385
16,.402
17,.419
18,.435
19,.452
20,.471
21,.488
22,.503
23,.522
24,.537
25,.554
26,.571
27,.588
28,.604
29,.621
30,.640
31,.655
32,.673
33,.689
34,.706
35,.723
36,.739
37,.756
38,.773
39,.789
40,.809
41,.823
42,.840
43,.863
44,.877
45,.895
46,.912
47,.930
48,.947
49,.963
50,.980
51,.993
52,5.10
53,.30
54,.45
55,.67
56,.78
57,.94
58,.112
59,.129
60,.150
61,.166
62,.179
63,.198
64,.212
65,.229
66,.248
67,.264
68,.280
69,.296
70,.319
71,.331
72,.348
73,.366
74,.382
75,.398
76,.417
77,.432
78,.452
79,.466
80,.485
81,.502
82,.518
83,.537
84,.552
85,.568
86,.585
87,.602
88,.619
89,.634
90,.656
91,.668
92,.687
93,.707
94,.720
95,.737
96,.753
97,.783
98,.794
99,.803
100,.822
101,.841
102,.855
103,.873
104,.894
105,.909
106,.923
107,.942
108,.957
109,.975
110,.991
111,6.7
112,.24
113,.43
114,.59
115,.78
116,.93
117,.113
118,.125
119,.143
120,.162
121,.218
122,.226
123,.232
124,.238
125,.246
126,.259
127,.277
128,.295
129,.313
130,.333
131,.347
132,.363
133,.382
134,.399
135,.416
136,.430
137,.449
138,.462
139,.480
140,.496
141,.513
142,.542
143,.550
144,.565
145,.580
146,.597
147,.620
148,.629
149,.647
150,.664
151,.680
152,.697
153,.714
154,.731
155,.753
156,.765
157,.784
158,.799
159,.816
160,.881
161,.906
162,.912
163,.918
164,.924
165,.931
166,.937
167,.953
168,.968
169,.985
170,7.2
171,.19
172,.37
173,.53
174,.72
175,.86
176,.103
177,.120
178,.138
179,.154
180,.171
181,.197
182,.204
183,.221
184,.238
185,.255
186,.273
187,.288
188,.305
189,.321
190,.339
191,.356
192,.375
193,.390
194,.408
195,.425
196,.441
197,.458
198,.476
199,.492
200,.509
201,.527
202,.542
203,.559
204,.576
205,.593
206,.612
207,.626
208,.643
209,.662
210,.678
211,.694
212,.711
213,.730
214,.745
215,.762
216,.781
217,.795
218,.817
219,.834
220,.847
221,.864
222,.885
223,.902
224,.915
225,.931
226,.949
227,.972
228,.983
229,8.2
230,.16
231,.35
232,.54
233,.69
234,.86
235,.105
236,.122
237,.137
238,.154
239,.172
240,.209
241,.220
242,.228
243,.238
244,.253
245,.270
246,.288
247,.306
248,.321
249,.336
250,.356
251,.371
252,.391
253,.406
254,.421
255,.443
256,.458
257,.475
258,.493
259,.510
260,.528
261,.544
262,.561
263,.577
264,.595
265,.611
266,.627
267,.645
268,.662
269,.678
270,.696
271,.713
272,.729
273,.748
274,.763
275,.780
276,.796
277,.812
278,.831
279,.845
280,.863
281,.877
282,.896
283,.915
284,.932
285,.950
286,.969
287,.986
288,.995
289,9.11
290,.29
291,.47
292,.62
293,.78
294,.95
295,.112
296,.134
297,.151
298,.165
299,.181
300,.204
301,.219
302,.233
303,.248
304,.265
305,.282
306,.303
307,.316
308,.332
309,.362
310,.382
311,.394
312,.407
313,.422
314,.442
315,.456
316,.473
317,.488
318,.506
319,.522
320,.539
321,.556
322,.572
323,.589
324,.606
325,.623
326,.641
327,.664
328,.676
329,.691
330,.710
331,.725
332,.743
333,.760
334,.778
335,.794
336,.809
337,.826
338,.844
339,.862
340,.879
341,.894
342,.913
343,.927
344,.958
345,.971
346,.983
347,.996
348,10.13
349,.30
350,.46
351,.62
352,.83
353,.96
354,.113
355,.132
356,.149
357,.164
358,.182
359,.213
360,.225
361,.233
362,.245
363,.260
364,.278
365,.295
366,.312
367,.328
368,.345
369,.364
370,.379
371,.399
372,.412
373,.430
374,.447
375,.468
376,.482
377,.501
378,.516
379,.535
380,.551
381,.566
382,.584
383,.603
384,.620
385,.636
386,.652
387,.672
388,.687
389,.702
390,.721
391,.739
392,.754
393,.770
394,.784
395,.801
396,.818
397,.834
398,.851
399,.868
400,.887
401,.904
402,.922
403,.936
404,.955
405,.971
406,.987
407,11.6
408,.24
409,.41
410,.56
411,.73
412,.90
413,.108
414,.125
415,.142
416,.160
417,.178
418,.193
419,.210
420,.228
421,.246
422,.273
423,.280
424,.290
425,.307
426,.324
427,.342
428,.359
429,.376
430,.395
431,.410
432,.426
433,.443
434,.459
435,.477
436,.497
437,.511
438,.528
439,.553
440,.564
441,.583
442,.600
443,.615
444,.633
445,.650
446,.666
447,.683
448,.699
449,.724
450,.737
451,.751
452,.768
453,.786
454,.802
455,.819
456,.836
457,.852
458,.869
459,.886
460,.904
461,.921
462,.937
463,.954
464,.970
465,.987
466,12.4
467,.19
468,.36
469,.56
470,.75
471,.88
472,.106
473,.124
474,.140
475,.159
476,.173
477,.192
478,.219
479,.228
480,.238
481,.256
482,.275
483,.289
484,.303
485,.321
486,.337
487,.354
488,.370
489,.390
490,.406
491,.426
492,.443
493,.458
494,.475
495,.493
496,.509
497,.525
498,.544
499,.566
500,.577
501,.592
502,.613
503,.629
504,.645
505,.660
506,.679
507,.697
508,.714
509,.731
510,.749
511,.767
512,.782
513,.797
514,.815
515,.832
516,.848
517,.865
518,.883
519,.900
520,.916
521,.934
522,.951
523,.969
524,.984
525,13.0
526,.19
527,.35
528,.50
529,.68
530,.86
531,.103
532,.120
533,.135
534,.153
535,.171
536,.185
537,.203
538,.220
539,.237
540,.256
541,.273
542,.289
543,.301
544,.316
545,.339
546,.353
547,.369
548,.387
549,.400
550,.419
551,.434
552,.462
553,.474
554,.487
555,.504
556,.522
557,.536
558,.553
559,.576
560,.591
561,.604
562,.621
563,.638
564,.662
565,.672
566,.689
567,.708
568,.723
569,.740
570,.759
571,.774
572,.795
573,.814
574,.827
575,.843
576,.864
577,.877
578,.894
579,.913
580,.930
581,.945
582,.963
583,.979
584,.997
585,14.13
586,.27
587,.43
588,.60
589,.78
590,.94
591,.113
592,.128
593,.145
594,.163
595,.179
596,.200
597,.234
598,.250
599,.260
600,.270
601,.282
602,.298
603,.315
604,.329
605,.346
606,.363
607,.384
608,.400
609,.416
610,.432
611,.455
612,.468
613,.482
614,.499
615,.519
616,.536
617,.550
618,.571
619,.586
620,.603
621,.618
622,.639
623,.657
624,.668
625,.684
626,.702
627,.722
628,.740
629,.756
630,.774
631,.791
632,.807
633,.822
634,.841
635,.856
636,.920
637,.930
638,.944
639,.956
640,.966
641,.974
642,.982
643,.991
644,15.9
645,.24
646,.40
647,.57
648,.74
649,.90
650,.108
651,.128
652,.143
653,.160
654,.175
655,.196
656,.210
657,.234
658,.248
659,.261
660,.277
661,.295
662,.311
663,.327
664,.343
665,.361
666,.378
667,.394
668,.412
669,.430
670,.450
671,.464
672,.480
673,.496
674,.515
675,.529
676,.554
677,.563
678,.580
679,.598
680,.619
681,.635
682,.653
683,.669
684,.686
685,.703
686,.720
687,.737
688,.753
689,.770
690,.787
691,.803
692,.820
693,.835
694,.855
695,.872
696,.888
697,.905
698,.922
699,.939
700,.958
701,.973
702,.990
703,16.5
704,.22
705,.41
706,.57
707,.73
708,.89
709,.105
710,.124
711,.139
712,.158
713,.175
714,.192
715,.210
716,.238
717,.250
718,.260
719,.276
720,.295
721,.313
722,.338
723,.349
724,.359
725,.374
726,.392
727,.411
728,.423
729,.440
730,.457
731,.476
732,.493
733,.511
734,.528
735,.543
736,.564
737,.580
738,.597
739,.618
740,.633
741,.644
742,.662
743,.679
744,.697
745,.715
746,.733
747,.749
748,.766
749,.782
750,.802
751,.815
752,.833
753,.850
754,.866
755,.884
756,.900
757,.918
758,.933
759,.952
760,.968
761,.985
762,17.3
763,.19
764,.32
765,.50
766,.67
767,.89
768,.102
769,.116
770,.132
771,.150
772,.167
773,.185
774,.200
775,.216
776,.234
777,.250
778,.274
779,.284
780,.300
781,.317
782,.355
783,.367
784,.385
785,.401
786,.418
787,.434
788,.451
789,.468
790,.488
791,.502
792,.525
793,.536
794,.553
795,.571
796,.593
797,.610
798,.624
799,.640
800,.660
801,.676
802,.695
803,.710
804,.726
805,.743
806,.757
807,.776
808,.793
809,.808
810,.828
811,.845
812,.863
813,.880
814,.895
815,.913
816,.929
817,.948
818,.964
819,.983
820,.998
821,18.14
822,.32
823,.48
824,.64
825,.80
826,.95
827,.113
828,.129
829,.152
830,.166
831,.184
832,.200
833,.219
834,.259
835,.273
836,.284
837,.294
838,.303
839,.316
840,.336
841,.353
842,.370
843,.384
844,.397
845,.415
846,.431
847,.447
848,.465
849,.482
850,.502
851,.520
852,.536
853,.550
854,.568
855,.588
856,.603
857,.617
858,.635
859,.658
860,.671
861,.685
862,.702
863,.718
864,.745
865,.754
866,.770
867,.786
868,.804
869,.825
870,.838
871,.854
872,.873
873,.887
874,.904
875,.922
876,.946
877,.959
878,.975
879,.991
880,19.10
881,.24
882,.41
883,.58
884,.78
885,.93
886,.110
887,.128
888,.145
889,.161
890,.176
891,.192
892,.209
893,.226
894,.246
895,.264
896,.280
897,.296
898,.313
899,.330
900,.346
901,.372
902,.392
903,.400
904,.411
905,.429
906,.445
907,.461
908,.479
909,.495
910,.514
911,.530
912,.549
913,.566
914,.585
915,.600
916,.617
917,.635
918,.652
919,.667
920,.683
921,.700
922,.716
923,.737
924,.755
925,.767
926,.784
927,.801
928,.819
929,.837
930,.858
931,.874
932,.890
933,.904
934,.919
935,.941
936,.957
937,.970
938,.985
939,20.3
940,.20
941,.41
942,.55
943,.72
944,.87
945,.105
946,.124
947,.142
948,.168
949,.180
950,.194
951,.206
952,.222
953,.271
954,.285
955,.299
956,.311
957,.324
958,.337
959,.349
960,.362
961,.374
962,.392
963,.408
964,.423
965,.442
966,.457
967,.475
968,.489
969,.509
970,.525
971,.546
972,.560
973,.577
974,.596
975,.611
976,.628
977,.644
978,.662
979,.677
980,.695
981,.712
982,.729
983,.746
984,.763
985,.781
986,.798
987,.816
988,.832
989,.849
990,.867
991,.883
992,.899
993,.914
994,.936
995,.954
996,.965
997,.982
998,21.4
999,.24
1000,.33
1001,.114
1002,.119
1003,.125
1004,.131
1005,.146
1006,.163
1007,.180
1008,.206
1009,.214
1010,.231
1011,.247
1012,.264
1013,.282
1014,.298
1015,.315
1016,.331
1017,.351
1018,.365
1019,.383
1020,.399
1021,.416
1022,.433
1023,.450
1024,.468
1025,.484
1026,.500
1027,.519
1028,.535
1029,.552
1030,.569
1031,.585
1032,.602
1033,.618
1034,.636
1035,.653
1036,.669
1037,.686
1038,.704
1039,.720
1040,.737
1041,.754
1042,.770
1043,.788
1044,.804
1045,.821
1046,.840
1047,.854
1048,.871
1049,.889
1050,.905
1051,.923
1052,.938
1053,.956
1054,.974
1055,.989
1056,22.8
1057,.23
1058,.41
1059,.58
1060,.75
1061,.91
1062,.110
1063,.126
1064,.144
1065,.157
1066,.175
1067,.192
1068,.208
1069,.226
1070,.282
1071,.287
1072,.294
1073,.299
1074,.310
1075,.327
1076,.344
1077,.361
1078,.378
1079,.395
1080,.413
1081,.429
1082,.447
1083,.464
1084,.479
1085,.496
1086,.514
1087,.531
1088,.546
1089,.564
1090,.582
1091,.597
1092,.615
1093,.644
1094,.660
1095,.671
1096,.684
1097,.700
1098,.722
1099,.734
1100,.752
1101,.765
1102,.782
1103,.798
1104,.815
1105,.833
1106,.850
1107,.874
1108,.886
1109,.907
1110,.922
1111,.942
1112,.958
1113,.974
1114,.990
1115,23.7
1116,.24
1117,.43
1118,.58
1119,.76
1120,.92
1121,.108
1122,.124
1123,.142
1124,.159
1125,.176
1126,.193
1127,.209
1128,.226
1129,.244
1130,.260
1131,.276
1132,.294
1133,.311
1134,.328
1135,.345
1136,.364
1137,.379
1138,.395
1139,.411
1140,.429
1141,.445
1142,.465
1143,.481
1144,.494
1145,.511
1146,.528
1147,.543
1148,.561
1149,.585
1150,.598
1151,.613
1152,.628
1153,.646
1154,.662
1155,.677
1156,.695
1157,.711
1158,.727
1159,.745
1160,.774
1161,.781
1162,.796
1163,.813
1164,.832
1165,.851
1166,.867
1167,.880
1168,.899
1169,.915
1170,.944
1171,.954
1172,.965
1173,.982
1174,24.2
1175,.16
1176,.33
1177,.50
1178,.75
1179,.86
1180,.100
1181,.118
1182,.139
1183,.159
1184,.168
1185,.184
1186,.202
1187,.220
1188,.237
1189,.283
1190,.291
1191,.299
1192,.306
1193,.319
1194,.341
1195,.353
1196,.372
1197,.388
1198,.404
1199,.422
1200,.442
1201,.454
1202,.470
1203,.488
1204,.521
1205,.527
1206,.538
1207,.555
1208,.572
1209,.590
1210,.606
1211,.623
1212,.643
1213,.664
1214,.676
1215,.694
1216,.710
1217,.727
1218,.745
1219,.762
1220,.779
1221,.795
1222,.813
1223,.829
1224,.848
1225,.862
1226,.881
1227,.896
1228,.913
1229,.930
1230,.955
1231,.968
1232,.979
1233,.997
1234,25.13
1235,.30
1236,.46
1237,.69
1238,.83
1239,.98
1240,.116
1241,.133
1242,.161
1243,.172
1244,.184
1245,.203
1246,.213
1247,.233
1248,.248
1249,.267
1250,.285
1251,.303
1252,.318
1253,.336
1254,.352
1255,.370
1256,.386
1257,.404
1258,.434
1259,.445
1260,.457
1261,.471
1262,.489
1263,.506
1264,.519
1265,.536
1266,.554
1267,.568
1268,.584
1269,.601
1270,.623
1271,.639
1272,.656
1273,.673
1274,.690
1275,.707
1276,.724
1277,.741
1278,.768
1279,.777
1280,.788
1281,.802
1282,.820
1283,.838
1284,.853
1285,.870
1286,.894
1287,.907
1288,.922
1289,.940
1290,.957
1291,.974
1292,.990
1293,26.10
1294,.22
1295,.38
1296,.56
1297,.71
1298,.88
1299,.105
1300,.122
1301,.140
1302,.156
1303,.173
1304,.190
1305,.207
1306,.223
1307,.240
1308,.305
1309,.311
1310,.315
1311,.321
1312,.327
1313,.341
1314,.359
1315,.376
1316,.392
1317,.409
1318,.426
1319,.444
1320,.462
1321,.478
1322,.495
1323,.511
1324,.537
1325,.547
1326,.563
1327,.580
1328,.597
1329,.616
1330,.632
1331,.652
1332,.669
1333,.686
1334,.703
1335,.719
1336,.736
1337,.754
1338,.769
1339,.789
1340,.805
1341,.820
1342,.838
1343,.853
1344,.871
1345,.888
1346,.903
1347,.922
1348,.937
1349,.955
1350,.973
1351,.989
1352,27.9
1353,.24
1354,.40
1355,.55
1356,.73
1357,.91
1358,.109
1359,.122
1360,.136
1361,.153
1362,.169
1363,.187
1364,.203
1365,.220
1366,.237
1367,.254
1368,.271
1369,.288
1370,.305
1371,.326
1372,.339
1373,.360
1374,.374
1375,.393
1376,.409
1377,.427
1378,.441
1379,.463
1380,.482
1381,.494
1382,.509
1383,.528
1384,.541
1385,.558
1386,.574
1387,.591
1388,.608
1389,.635
1390,.643
1391,.660
1392,.682
1393,.696
1394,.711
1395,.728
1396,.746
1397,.766
1398,.782
1399,.799
1400,.816
1401,.834
1402,.853
1403,.863
1404,.880
1405,.897
1406,.924
1407,.933
1408,.948
1409,.964
1410,.984
1411,28.2
1412,.19
1413,.31
1414,.49
1415,.68
1416,.82
1417,.100
1418,.124
1419,.134
1420,.150
1421,.170
1422,.184
1423,.201
1424,.217
